video_id,video,caption,source,category,url,start time,end time,id,clip_path
video6700,video6700.mp4,"['a child is smiling' 'a man gives a presentation' 'a man giving a speech'
 'a man in suit does a presentation' 'a man is giving a lecture'
 'a man is giving a presentation'
 'a man is lecturing about underprivileged kids'
 'a man is talking about a woman who left melbourne'
 'a man is talking about teaching' 'a man speaks to an audience on stage'
 'a man talking about a couples doing charity work'
 'a man talking about school in africa'
 'a man talks to an audience about two women' 'a person explaining here'
 'a person giving a presentation about a woman'
 'a person is talking about some pictures'
 'children at school in foreign country' 'man speaking on stage'
 'man talks about people who helped kids'
 'a person giving a presentation about a woman']",MSR-VTT,5,https://www.youtube.com/watch?v=bMfBeotD8gc,214.25,232.33,6700,data/MSR-VTT/video6700.mp4
video819,video819.mp4,"['a boy flies in an anime cartoon'
 'a cartoon characters playing with fire'
 'a cartoon man jumps up and flies through the air'
 'a cartoon shows a character flying using a ball'
 'a character is flying and throwing electric balls'
 'a man shoots off a spike in the water and is flying through the air'
 'a man using his powers' 'a person is preparing a meal in the kitchen'
 'an animated character is holding energy in his hands'
 'animated cartoon footage of guys fighting'
 'animated people flying around'
 'cartoon in which boy with some fire ball in his hand flying'
 'clip of dragon ball z' 'its a animated video'
 'video of a cartoon character shooting a fireball'
 'clip of dragon ball z' 'a cartoon shows a character flying using a ball'
 'a man shoots off a spike in the water and is flying through the air'
 'an animated character is holding energy in his hands'
 'its a animated video']",MSR-VTT,8,https://www.youtube.com/watch?v=1E9XzOsWCCk,17.57,29.37,819,data/MSR-VTT/video819.mp4
video1483,video1483.mp4,"['a male giving a tutorial on how to create a craft item'
 'a man builds something' 'a man is carving something'
 'a man is cutting out shapes from a piece of metal'
 'a man is doing metalwork' 'a man is marking wood' 'a man is talking'
 'a man is tracing a shape on a piece of material that he is going to cut out'
 'a man piecing some equipment together' 'a shape is being traced'
 'guy measures metal piece' 'man giving a how to tutorial'
 'man making something and tracing it'
 'man showing how to make metal designs' 'man working on a project'
 'someone is making a prop out of foam' 'the man marks witht he pencil'
 'man making something and tracing it' 'a man is carving something'
 'man working on a project']",MSR-VTT,10,https://www.youtube.com/watch?v=_73LW9xx3_E,211.26,224.77,1483,data/MSR-VTT/video1483.mp4
video487,video487.mp4,"['a man describes some cooking techniques'
 'a man explaining how to cook stuffed shells' 'a man fries food in oil'
 'a man fries something in a pot filled with oil'
 'a man is cooking dumplings' 'a man is cooking in a pot and frying pan'
 'a man is frying empanadas'
 'a man is talking about food that he has boiling'
 'a man picks up a pan with oil in it' 'a person boiling dumplings'
 'frying something on the stove'
 'in a kitchen a man is cooking potstickers'
 'man explains about the cracking of recipe in the hot oil'
 'man explains how to prepare pasta dish' 'person is preparing some food'
 'preparation of some recipe on the show' 'some food is cooking in oil'
 'someone boils food item in a pan' 'a man is cooking dumplings'
 'a man fries food in oil']",MSR-VTT,17,https://www.youtube.com/watch?v=JNKMyyNrLLs,571.95,582.1,487,data/MSR-VTT/video487.mp4
video6093,video6093.mp4,"['a man driving a car and talking in italian with his friend'
 'a man is driving a car' 'a man is driving a car'
 'a man is driving and talking to another man inside a car'
 'a man is talking to another man while driving a car'
 'a white man driving a car talks to his passenger'
 'the driver is lecturing or talking to the passenger'
 'this is a car test drive video' 'two guys talking in a car'
 'two man s are talking to each other and drive the car'
 'two men are in a car and one is talking' 'two men are riding in a car'
 'two men drive in an automobile and talk'
 'two men driving together in car talking'
 'two men have a conversation while driving in a car'
 'two men riding in a car and talking'
 'two men sitting in a car that one of them is driving'
 'two men talking to each other while driving'
 'two people are driving in a car' 'two guys talking in a car']",MSR-VTT,9,https://www.youtube.com/watch?v=79x3vR68xR0,294.53,305.49,6093,data/MSR-VTT/video6093.mp4
video2008,video2008.mp4,"['a bunch of people are doing odd things in various locations such as posing behind a mannequin s body or throwing paper balls at a friend'
 'a guy is taking a photo with his phone'
 'a latino music video with kids in the classroom'
 'a man is taking a photo in his camera'
 'a man is taking a picture of a woman with his phone'
 'a man taking a picture of a woman and a manican'
 'a music video featuring a man in different roles'
 'a music video of different people listening to music'
 'a song is playing as a guy goes through various things throughout his day'
 'indian song and musical video'
 'man taking picture of mannequin in a bikini'
 'man taking pictures and going though life' 'music video in the streets'
 'people are talking on their phones'
 'people doing several different things in a music video'
 'students are in the classroom' 'this is an advertisement clip'
 'music video in the streets'
 'a music video featuring a man in different roles'
 'a song is playing as a guy goes through various things throughout his day']",MSR-VTT,19,https://www.youtube.com/watch?v=P481li8AWSA,15.05,25.05,2008,data/MSR-VTT/video2008.mp4
video1168,video1168.mp4,"['two womens are appears with attractive white dress for marriage'
 'a woman wearing a white color modern wedding dress'
 'there are some examples of new wedding dresses'
 'women posing in gowns of different color like white cream etc'
 'a song is playing on screen there is saying how to save money and look gorgeous then it show a picture of a bride dressing in white holding a bunch of white flowers'
 'a woman in a wedding dress poses between two large floral arrangements another woman in a wedding dress poses in front of some white curtains'
 'different pictures of white wedding dresses for a good price'
 'two examples of modest wedding dresses on two different women'
 'a bride is posing between two large sprays of white flowers on short reddish columns holding a curved bouquet in a flowing dress of solid and sheer white material'
 'one woman is standing by wearing long wedding dress'
 'piano music plays while a woman in a wedding dress is displayed'
 'a words and a bride are in the photo' 'women in white wedding dress'
 'the modest wedding dress for the bridal looking gorgeous'
 'the words modest wedding dress are shown and then photos of women in wedding dresses'
 'a woman poses in a wedding dress and looks behind her'
 'instructional video on how to save money and look beautiful for wedding'
 'there are still pictures of women in wedding dresses'
 'two white wedding dresses are showcased on two different brides'
 'a pretty girl is wearing a very nice and beautiful white dress']",MSR-VTT,18,https://www.youtube.com/watch?v=xr5fLB5VyFI,0.0,13.01,1168,data/MSR-VTT/video1168.mp4
video6705,video6705.mp4,"['the woman in black dress take the two dogs with her and go for walking'
 'there are two dogs walking with a woman'
 'a park with big ferns and large trees with a lady walking her two dogs and another riding a bike'
 'there is a lush green forest and a person is riding a bicycle while another walks her two dogs'
 'woman hold two dogthe man cycling in the road'
 'members of a community enjoy a park while cycling and walking their dogs'
 'in forest areaa woman with black dressing is holding and running two grey colour dogsand someone is cycling in forest path'
 'the purple dots are moving left to right without any noise there are three dots and ends in one dot'
 'a boy is in the cycle'
 'many views of nature including plants humans and dogs are being displayed on screen'
 'the woman is carrying two dogs on the road while someone is doing cycling'
 'an exploration of something about the peoples animals and forest'
 'a woman walks 2 dogs and someone rides a bike through a forest'
 'a woman is holding a rope tied with two dogs'
 'a woman walks two brown and white dogs on a path in a park'
 'an animal in a pool of water a group of trees and some dogs'
 'the fish is near the pool and the dogs are walking in the garden'
 'exotic ocean life at your fingertips beautiful outdoor scenery pet-friendly walking paths for playful dogs and picturesque bicycle trails which allow for exercise in the fresh air'
 'a crocodile inside water trees inside forest dogs walking with girl boy ryding bycycle displaying on screen'
 'a nature show featuring various animals is backed by beautiful music']",MSR-VTT,11,https://www.youtube.com/watch?v=t2-V3RChOPE,188.99,203.96,6705,data/MSR-VTT/video6705.mp4
video4854,video4854.mp4,"['a man is showing a book like pad in behind of his car and an advertisement is seen'
 'a man is pushing an object to nearby the car'
 'man loading a grill onto a 2 inch trailer hitch on the back of his vehicle that has a self loading feature'
 'a man wearing white shirt and blue jeans is moving an equipment'
 'the men unloading their luggage with their wolks wagon car'
 'in a white shirt and jeans pushes a waist-high metallic box with a curved silver lid with attached handle'
 'a grill that attaches to the back of a car is shown'
 'a man shows off the features of a box that hitches automatically to a vehicle'
 'a man talking of something about a machine'
 'a grill that can be loaded up on a 2 inch trailer hitch'
 'a man loads a grill into his car using a trailer hitch'
 'instructional video showing how to attach a grill to back of car for transport'
 'a trailer hitch hydraulically lifts up an outdoor barbecue on back of truck'
 'a demonstration of a hitch on the back of a suv and how with the flip of a switch the hitch will lift'
 'man demonstrates a barbecue grill with convenient trailer hitch'
 'person is putting the black bag on the white car'
 'a old man in white color dress holding machine in hand moving beside white car displaying on screen'
 'small trailer which can be attached to trailer hinch'
 'a man rolls a black cart to the back of a car'
 'a person is playing around with a metal box']",MSR-VTT,17,https://www.youtube.com/watch?v=ufcIkAEyWhc,69.08,80.43,4854,data/MSR-VTT/video4854.mp4
video756,video756.mp4,"['a how to video on how to remove the headlights on a ford 250 vehicle'
 'a how to video to replace f250 light demonstrated by a man'
 'a man explaining his truck'
 'a man explains how to change a reverse light bulb on his truck'
 'a man is about to remove a tail light' 'a man is fixing a car'
 'a man is showing viewers how to replace a tail light' 'a man is talking'
 'a man is talking about a car s back'
 'a man replaces a tail light in his garage'
 'a man talking about how a tail of a truck works'
 'a man talking about how he is gonna remove a tail light on a f250 on a how to video'
 'a man talking about something' 'a video of a car review'
 'guy talking about a car' 'how to replace a tail light'
 'remove tail light on a f250'
 'the man talks about removing a light on his truck'
 'a man talking about how a tail of a truck works'
 'a man is about to remove a tail light']",MSR-VTT,10,https://www.youtube.com/watch?v=K_zlehdWico,0.0,30.0,756,data/MSR-VTT/video756.mp4
video3453,video3453.mp4,"['a 3d cartoon television show'
 'a donkey kong dolll captures a super mario doll in a kitchen mixer'
 'a man plays with toys' 'a man uses a mixer to attack mario'
 'a person is putting toys in a blender'
 'a stuffed donkey kong is putting stuffed mario character into a mixer'
 'a stuffed gorilla has put another stuffed character in a stand blender'
 'a stuffed toy is in a mixer' 'an animation movie scene'
 'an italian plumber gets stuck in a kitchen mixer' 'cartoon show to kids'
 'donkey kong and mario toys skit' 'donkey kong blundering the poor mario'
 'donkey kong gets mario trapped'
 'donkey kong is killing mario in a mixer'
 'donkey kong traps mario in a kitchenaid mixer' 'mario is in a blender'
 'plush toys interact with a kitchen mixer'
 'there is a donkey kong plush with a mixer and another plush inside the mixer'
 'toys are placed in a mixer']",MSR-VTT,17,https://www.youtube.com/watch?v=kouqG1OCzFg,93.34,105.55,3453,data/MSR-VTT/video3453.mp4
video3278,video3278.mp4,"['a guy is walking through a field in slow motion'
 'a guy slowly walking in a field then music starts'
 'a man in a white shirt is walking down a street as sirens blare in the background'
 'a man is walking outside with the sound of cars and sirens play in the background'
 'a man in a white shirt walking on grass in the evening time'
 'this is the intro of the video to the song trip switch'
 'a young man in white is walking outside and is looking up to the sky'
 'a young white male in a while t-shirt poses in front of beautiful scenes of a city where the sun appears to have just set in an intro to a music video'
 'a young man in a white shirt walks along a road in the evening'
 'a man walking towards a community at dusk which is lit up for the evening'
 'man walking at night out side then switches to club for a flash'
 'a man is walking through an empty field and music plays'
 'a young man with a white t/shirt walks slowly into the night looking up in the end'
 'a young man in a white t-shirts walks in a grassy field as aircraft noises sound off'
 'a man in white shirt slowly walks away from a city at dusk'
 'a man stands outside in the dark as cars drive in the distance'
 'a man walking through a field at sunset for a music video'
 'a man in a white tshirt walking while cars pass in the background and a plane can be heard'
 'a person is walking in the ground and suddenly some muisc sound is coming and many people are joining to him'
 'a man in a white shirt is walking at dusk in a park']",MSR-VTT,11,https://www.youtube.com/watch?v=w1Qxxx2SQoo,0.0,25.89,3278,data/MSR-VTT/video3278.mp4
video6234,video6234.mp4,"['a man in a red white and blue uniform describes a green black and white snowmobile while kneeling beside it in a snowy forest'
 'a old man is talking about a new vehicle'
 'a spokesman for snow mobiling explains the pros and cons of test driving a snow mobile that has over one hundred horse powers'
 'the racer man is squatting near to his motorcycle and talks about the vehicle'
 'a man in a red and blue snow suit kneels next to an arctic cat snowmobile and describes it'
 'a man says every power sport activity has to have the biggest the baddest the most powerful and the fastest vehicle'
 'a man in snow gear is standing by and talking about a snow mobile'
 'a person in blue riding dress sitting near a vehicle and speaks about it'
 'mark lester kneels next to a white and green snow mobile'
 'guy standing next to a motor bike and talking about it'
 'guy standing next to a snow bike talking about it'
 'its race bike has green color person wear cap as well below is full of snow'
 'mark lester describes a arctic cat zr9000 snowmobile on a snowy trail in the woods'
 'a guy talks outside in the snow about snow mobiles'
 'man is talking about the new engine of the vehicle'
 'in the video it s winter and there is a man next to a snowmobile ready to tell you what so great about the snowmobile next to him'
 'mark lester talks about the biggest and most powerful snowmobile for racing'
 'a snowtrax television news correspondent discusses power sports vehicles as he stands beside a snowmobile'
 'a man is showing an artic cat snowmobile on a show about test riding'
 'a man is kneeling next to a white black and neon green (trim) snowmobile']",MSR-VTT,13,https://www.youtube.com/watch?v=ucnvoaZThj8,3.52,24.77,6234,data/MSR-VTT/video6234.mp4
video3250,video3250.mp4,"['a group of movies on a computer screen'
 'a kid describing how to laod videos between 480 and 720p'
 'a person is recording their computer screen' 'a person reviewing arrow'
 'a person talking while browsing movies'
 'a tutorial regarding a new software program where you can watch movies and television shows'
 'a woman is browsing a video streaming site and talking about how to access shows'
 'a woman is explains of an online game'
 'a woman shows you her screen and teaches you how to use a video streaming service'
 'a young boy is showing how to browse through movies on an internet service'
 'a young kid making a tutorial video'
 'an add of video cd s of different movies'
 'an individual describing\\ what he is seeing on his screen'
 'man describing how to find movies'
 'someone is explaining a computer program'
 'someone is looking at movie descriptions on a computer and picking one to watch'
 'someone is using the app popcorn time and picking out what movie to watch'
 'the mouse cursor scrolls through the movies'
 'website about the movies list'
 'the mouse cursor scrolls through the movies']",MSR-VTT,6,https://www.youtube.com/watch?v=CpmRRyqmr1U,210.08,224.58,3250,data/MSR-VTT/video3250.mp4
video5535,video5535.mp4,"['a character screen of a video game displaying different attributes of the character'
 'a gameplay video where a kid talks about configuration'
 'a guy explains a power up and customzing a character'
 'a man discusses the armor for his video game character'
 'a man is commentating while playing a video game'
 'a man is playing a survival video game'
 'a man is talking about his player in a video game'
 'a man narrating over a video game demonstration'
 'a man talking while playing a video game'
 'a man talking while showing video game gameplay'
 'a person is playing a game and talking about it as well'
 'a person is playing an rpg'
 'a person playing a video game and commentating' 'a video game is played'
 'a video of a futuristic shooter video game'
 'footage of someone navigating a menu of a video game'
 'gameplay footage of someone creating a character'
 'profile of character on video game' 'someone is playing a video game'
 'someone playing an rpg while giving commentary']",MSR-VTT,2,https://www.youtube.com/watch?v=175n8-xcfVk,488.24,499.08,5535,data/MSR-VTT/video5535.mp4
video6733,video6733.mp4,"['there is a woman is introducing a product'
 'there is a woman is talking about a product'
 'critter cages are compared with plastic buckets of various sizes'
 'a woman is giving a tutorial on how she made a cage for her pet'
 'pet cages and travel containers are compared side by side while a woman speaks'
 'a lady is speaking about the critter control equipment she purchased'
 'a box of the cage is shown and how to make a cage is explained'
 'some box and cage for the house use is shown how it was to be modified'
 'using a clear plastic bin and window templates you can make a critter cage'
 'a lady talking of something about a product'
 'a woman uses plastic bins to make a makeshift hamster cage'
 'the woman is explaining about the product room essentials box file'
 'a womn talking about size caparison with objects'
 'shows a white storage container next to a small rodent cage'
 'some one is describing about the use of plastic boxes'
 'a woman narrates a series of images which describe how to make a critter cage'
 'a woman s voice describing how she sets up her pet cage bought from target and why she set it up specifically for her pet so he could easily leave the cage'
 'a woman describes how to use plastic storage containers as critter cages for small pets'
 'a person is showing product on the screen'
 'hamster change sitting side by side with a plastic bin']",MSR-VTT,13,https://www.youtube.com/watch?v=_GkbuIoH2as,405.79,431.78,6733,data/MSR-VTT/video6733.mp4
video3022,video3022.mp4,"['a boy and girl are dangling from a wire'
 'a boy and girl hanging from an elevator shaft'
 'a boy and girl holding each other in an elevator shaft held by a line'
 'a boy and girl holding each other' 'a boy holds a girl'
 'a boy is saving a girl from falling' 'a couple hangs from some wires'
 'a superhero saving a girl' 'in a television show a man hugging a woman'
 'scene from kid show henry danger' 'the boy and girl hang from the cords'
 'the two dangling in the elevator shaft' 'two characters hang by wires'
 'two children are dangling in an elevator shaft'
 'two children are hugging while hanging on a rope'
 'two people are hanging on a rope in a comedy skit'
 'two people hanging in an elevator'
 'two teens dangle from an elevator shaft'
 'two young people hang on a wire' 'two people hanging in an elevator']",MSR-VTT,7,https://www.youtube.com/watch?v=ChoIzMti-h4,27.12,37.33,3022,data/MSR-VTT/video3022.mp4
video2105,video2105.mp4,"['a child and women are dancing in the fields'
 'a group of women are outdoors'
 'a video showing girls with clothing in a field'
 'a woman and a girl folding a dress in out door' 'a woman in a dress'
 'an advertisement showing clean and shining clothes being handled by women'
 'clip of some commercial' 'girls are enjoying their festivals'
 'people dancing in a meadow with a hindi voiceover'
 'people folding blankets and clothing'
 'some girls are doing something in sunshine'
 'two women fold a white sheet in a field'
 'two women where folding clothes and also a woman and yellow is walking up to another woman with a child'
 'women are folding sheets' 'women dance together outside'
 'women fold and touches fresh clothing'
 'women fold sheets by the river and a young girl skips about in her yellow dress'
 'two women where folding clothes and also a woman and yellow is walking up to another woman with a child'
 'an advertisement showing clean and shining clothes being handled by women'
 'some girls are doing something in sunshine']",MSR-VTT,19,https://www.youtube.com/watch?v=q_bljSRIcxM,37.38,48.78,2105,data/MSR-VTT/video2105.mp4
video5303,video5303.mp4,"['a guy sings about whiskey and tea' 'a man is playing piano'
 'a man is playing the piano and singing'
 'a man is singing a song and another man is playing keyboard'
 'a person is playing a piano' 'a person playing piano gently'
 'a person singing mama told me not to come'
 'a singer in a black jacket sways from side to side while singing an upbeat tune'
 'a sings a song with his band' 'a woman is playing the keyboard'
 'clip of guy singing song' 'singers are singing song'
 'this is a music video for a tom jones song' 'tom jones singing a song'
 'a person is playing a piano' 'a person singing mama told me not to come'
 'a guy sings about whiskey and tea' 'a guy sings about whiskey and tea'
 'singers are singing song'
 'a singer in a black jacket sways from side to side while singing an upbeat tune']",MSR-VTT,0,https://www.youtube.com/watch?v=Y7Ds7d3opPg,3.81,18.37,5303,data/MSR-VTT/video5303.mp4
video4985,video4985.mp4,"['a father telling his child to clean his room'
 'a guy reads a letter to his son' 'a guy showing a book to a boy'
 'a man describes the photo album' 'a man is reading to a boy'
 'a man reads an magazine exerpt' 'a man reads from a magazine'
 'a man reads out of a book' 'a man reads to his son outloud from a book'
 'a man showing a picture in a magazine'
 'a man talks about a book to his son' 'a person is reading'
 'man reading a book and card' 'man talking to the young boy'
 'parents give kid a present'
 'parents jokingly read from a book to their son'
 'some introduction by a man to kid' 'the man raises his voice'
 'there is a man talking to a boy' 'a man reads from a magazine']",MSR-VTT,14,https://www.youtube.com/watch?v=LYStNoRhVO8,841.14,852.15,4985,data/MSR-VTT/video4985.mp4
video3644,video3644.mp4,"['there are many people enjoy swimming in water'
 'water flowing from far end with so much greenery around'
 'there is a great beach with some people'
 'a slow song with a female singing in the background and there is a surfer riding the waves'
 'a beautiful beach scene with surfers and an island in the distance'
 'several people trying to surf at a beach as a wave comes in'
 'a boat traveling on the sea and a girl singing on back ground'
 'surfers riding waves next to a beach and a mountain'
 'surfers position themselves to ride a wave near a rocky coastline'
 'beach riders riding on sea tides on a sunny day'
 'a scenery portrait of the sea shore and the waves'
 'people are enjoying in a sea having two color of blue and green'
 'someone is flying over the amazing sea with calm waves'
 'a person surfs an ocean wave near a sandy beach'
 'a wave is coming up in the water and the sun is shining on the beach'
 'beautiful blue waves are rolling in to shore'
 'at the beach a group of more than 10 surfers riding a large wave coming into shore'
 'in mid-day the sun shines bright and the huge tides are coming and one person is going for a skating in water'
 'a huge blue and white wave is coming in to crash on the shoreline'
 'waves are crashing on an outdoor beach']",MSR-VTT,3,https://www.youtube.com/watch?v=Xm49yEL6ca4,45.09,56.64,3644,data/MSR-VTT/video3644.mp4
video6046,video6046.mp4,"['in a garage someone is filling a car with clay'
 'a man is teaching how to repair our own car'
 'a man leans behind a high end sports car as it is disassembled and reassembled in fast motion'
 'a mechanic named russell dennis explains how to build and make your own car'
 'a man discusses an rx7 and from fast and furious and how to make it better'
 'a man shows how to design and build your own car'
 'a man wearing jeans completely strips all of the components of his car off'
 'a man wearing a brown cap and sunglasses dismantles a fortune rx7 car and then uses brown clay to reshape the back bumper'
 'a man is giving a do it yourself explanation on how to construct and build your own car'
 'a man demonstrating how to use clay to model your own car'
 'a man showing how to take the back off of a car and put clay in its place'
 'a man with a hat and glasses is recording himself building his own car'
 'a man sits at the back side of a car and speaks and the car is dissembles and loaded with clay'
 'guy kneeling next to a car removing the back side of it'
 'a man is forming the rear part of a race car with potters clay'
 'a man looks at a car and shows how to build it'
 'a blogger explains about design and build own car with the panel stig'
 'a blogger explains about design and build own car with the panel stig'
 'in the garage person is talking about designing a car'
 'a man with sun glasses is bending down by a car']",MSR-VTT,9,https://www.youtube.com/watch?v=wL1fyeYAipk,19.53,37.85,6046,data/MSR-VTT/video6046.mp4
video2465,video2465.mp4,"['a man walking down a hilly track in a marathon'
 'a man in black shorts with white and blue t-shirt is climbing on the mountain'
 'a man in blue shirt is trekking on a mountain'
 'there is a man climbing rock on a sunny day'
 'there is a man climbing rock on a sunny day'
 'the sitting person is boosting up the the other one who is a competetor'
 'a man gives a hiker some encouraging words during a race up a mountain'
 'a man is ascending a summit with gasping'
 'two young mes going for a hard trip travel'
 'a memorial plaque is attached upright to a stone backing a man wearing a blue-and-white tank top is walking along a rocky-edged'
 'to honor the memory of fred barr builder of barr trail constructed 1914-1918'
 'to honor the memory of fred barr builder of barr trail constructed 1914-1918'
 'the 3rd place winner of the pikes fear marathon'
 'a man is walking and reach the top of the hill'
 'hikers walking up the side of a rocky mountain in a race'
 'a man hikes up the side of a rocky hill'
 'a white dress boy walking towards the top'
 'the young man climbs the rocky mountainreaches the top and then he has to go back down'
 'two men walks up a very rocky path to reach the summit of a mountain'
 'some people are being filmed hiking on a mountain']",MSR-VTT,3,https://www.youtube.com/watch?v=XrSpWg0ca50,141.89,165.55,2465,data/MSR-VTT/video2465.mp4
video192,video192.mp4,"['a man in black shirt is busy preparing something'
 'there is a black shirt man repairing something'
 'there is a black shirt man working with a machine'
 'a men in black shirt doing some work'
 'a man with thick curly hair wearing a black t-shirt is bending forward while talking in a white room with other people'
 'he seems to be concentrating quite hard which is a bit scary'
 'one smart boy make something in the floor'
 'one smart man sprinkle something in the dish'
 'a man who worn black shirt is doing some thing'
 'a hairy young man puts salt on a plate of food he is getting ready to eat'
 'a famous singer pours some substance onto a table'
 'a young man is concentrating on a project at work'
 'a guy pours powder on the table for a job'
 'a boy in black dress showing somethingon scene'
 'the man wearing black t-shirt is concentrating on some minute instrument work'
 'a man which black t-shirt is preparing something for his use'
 'guy with long hair in black tshirt is talking to cameraman as he is mixing some ingredients'
 'the famous singer prepares food by adding a spice to it'
 'a guy is bending over in a room and doing something'
 'the person is adding paprika in his cooking and the person is explaining that']",MSR-VTT,17,https://www.youtube.com/watch?v=XFHxFzW8_sA,154.27,165.25,192,data/MSR-VTT/video192.mp4
video4069,video4069.mp4,"['a baby getting saved from a murderer'
 'a girl and a baby are in a movie scene with some guy firing a gun'
 'a girl got baby and a man shoots another using gun'
 'a gunfight is occurring while a baby cries' 'a man has a gun'
 'a man is attempting to kill other people'
 'a person is getting shot by a gun'
 'a short video clip showing two men in a gun fight'
 'a woman is giving birth to a baby during a shootout this is the opening to the film shoot em up'
 'a woman is having a baby during a gunfight'
 'a woman is screaming while having a baby' 'a woman is screaming'
 'a woman is talking'
 'a woman is yelling and a man has a gun and is shooting'
 'baby born and man shot at' 'it is the movie clip'
 'someone is being shot while a baby is crying' 'a man has a gun'
 'a baby getting saved from a murderer' 'a woman is screaming']",MSR-VTT,7,https://www.youtube.com/watch?v=GZ74pk6OAHs,212.25,228.65,4069,data/MSR-VTT/video4069.mp4
video3043,video3043.mp4,"['a ball hits a woman on the head' 'a baseball game is being discussed'
 'a baseball player hits a ball backwards'
 'a cricket ball went and hit a person sitting behind the player'
 'a foul ball flies into the crowd and hits a woman in the head'
 'a foul ball hits a woman during a cubs baseball game'
 'a foul ball hits a woman in the head'
 'a foul ball hits a woman spectator in the head'
 'a foul ball struck a woman in the side of the head'
 'a man commentates while watching a baseball player bat'
 'a man hits a baseball with a bat'
 'a woman is hit by a foul ball at a baseball game'
 'bats man hit the ball'
 'in a baseball match the ball is hitting a female who is standing behind the player'
 'men are playing sports' 'the cricket match show live'
 'woman gets hit in the head by a foul ball'
 'a foul ball struck a woman in the side of the head'
 'a foul ball flies into the crowd and hits a woman in the head'
 'the cricket match show live']",MSR-VTT,3,https://www.youtube.com/watch?v=XmOKkId7WAY,216.23,237.45,3043,data/MSR-VTT/video3043.mp4
video2304,video2304.mp4,"['a food item a woman is trying to turn into ice cream sandwiches'
 'a lady making churro ice cream sandwiches'
 'a man makes churro ice cream sandwiches'
 'a woman begins the instructions for making churro ice cream sandwiches'
 'a woman given information on how to bake cookies'
 'a woman in the kitchen making churro ice cream sandwiches'
 'a woman is making churro ice cream sandwiches' 'a woman is making food'
 'a woman is making ice cream sandwiches'
 'a woman is making ice cream sandwiches'
 'a woman is making ice cream sandwiches' 'a woman is preparing some food'
 'a woman is showing how to make a dessert' 'a woman making a sweet snack'
 'a woman prepares ice cream sandwiches'
 'a woman shows how to make a churro ice cream sandwich'
 'churro desserts you can make'
 'a woman is making churro ice cream sandwiches'
 'a woman prepares ice cream sandwiches'
 'a woman is showing how to make a dessert']",MSR-VTT,17,https://www.youtube.com/watch?v=MLLUispbR7w,163.38,176.47,2304,data/MSR-VTT/video2304.mp4
video1700,video1700.mp4,"['a commentary about video editing and rendering'
 'a man discusses the rendering process when producing video games'
 'a man discussing some type of computer program'
 'a man explaining the process of computer animation'
 'a man gaming the computer' 'a man is describing his work'
 'a man is explaining the rendering process on a computer'
 'a man is talking about rendering animation' 'a man is talking'
 'a man talks about a rendering process for an animation'
 'a man talks about editing in a computer'
 'a man talks about how to make a live cartoon with a computer'
 'a person is giving a tutorial'
 'a person is playing a game on his computer then talking'
 'a person speaking about what a render form is'
 'a video of a guy showing the process of creating animated films'
 'an artist explains the rendering process'
 'someone is showing something in a computer and talking about that'
 'a man gaming the computer'
 'a person is playing a game on his computer then talking']",MSR-VTT,8,https://www.youtube.com/watch?v=rJaN643ri7s,275.39,286.47,1700,data/MSR-VTT/video1700.mp4
video1641,video1641.mp4,"['a cartoon holding out a hamburger'
 'a cartoon questioning another cartoon' 'a clip from spongebob'
 'a handheld video recording of the cartoon sponge bob square pants'
 'a scene from spongebob squarepants appears'
 'an anime is talking to another anime'
 'on a cartoon television show two characters are speaking'
 'someone s recording of a scene from sponge bob'
 'spongebob and another character are talking'
 'spongebob and squidward talk during a cartoon'
 'spongebob catching squidward eating krabby patties'
 'spongebob having a conversation with a guy'
 'spongebob questions squidward in cartoon' 'spongebob talking to squidly'
 'squidward asks spongebob squarepants what he is doing at his place of work'
 'the characters were from the nickelodeon creation'
 'this is a scene from a spongebob cartoon where spongebob is talking with another character'
 'on a cartoon television show two characters are speaking'
 'spongebob having a conversation with a guy'
 'spongebob having a conversation with a guy']",MSR-VTT,2,https://www.youtube.com/watch?v=hlpBw48bgEo,2.55,13.07,1641,data/MSR-VTT/video1641.mp4
video3089,video3089.mp4,"['a band is playing on stage' 'a couple performing on stage with band'
 'a man and a woman are singing a duet'
 'a man and girl are singing together on stage'
 'a man and woman are singing on stage together'
 'a man and woman are singing with a band playing'
 'a man and women singing on stage' 'a man is singing' 'a man is talking'
 'a man preforms a song on stage'
 'a man sings about a man knocking on the door and a girlfriend passed out on the floor'
 'a man sings with a woman on a stage in front of a crowd'
 'duet singers perform live on stage'
 'man and woman singing at a musical performance'
 'snippet of singers on stage' 'tom jones and a woman singing a duet'
 'tom jones performs live' 'tom jones sings on stage with a woman'
 'two people are singing on stage' 'a man is talking']",MSR-VTT,0,https://www.youtube.com/watch?v=mKNlHfHU3Go,97.76,108.49,3089,data/MSR-VTT/video3089.mp4
